section	rva	line	file	function	symbol_index
.text	0x2CCC0	154	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CCCC	161	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CCD6	162	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CCE0	169	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CCEA	174	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CCF2	175	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CCFE	176	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD0D	182	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD26	183	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD38	196	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD3D	197	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD42	198	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD47	199	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD4C	201	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD51	332	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD74	337	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD7C	338	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD80	339	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD83	340	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD8B	345	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD95	346	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CD98	347	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CDA0	353	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CDBD	358	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CDF3	359	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CDFE	372	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE09	373	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE10	429	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE18	462	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE24	463	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE2A	467	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE32	471	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE4F	476	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE72	487	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE78	514	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE7B	515	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE80	516	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE8A	517	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2CE95	518	D:\nt\private\crt32st\startup\wincrt0.c		
.text	0x2D244	146	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D251	147	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D25A	148	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D260	149	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D26D	150	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D270	174	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D278	179	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D282	180	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D292	183	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D2A2	194	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D2D1	211	D:\nt\private\crt32st\startup\crt0msg.c		
.text	0x2D2EA	276	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D2F2	322	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D301	323	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D310	324	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D31F	327	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D328	329	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D33E	335	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D34E	336	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D355	337	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D365	338	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D36C	327	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D37A	351	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D383	352	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D389	358	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D392	359	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D398	364	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3A1	365	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3A7	370	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3B0	371	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3B6	376	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3BF	377	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3C5	404	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3CA	488	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3CD	489	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3D9	490	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3DE	495	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3E1	496	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3ED	497	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D3F2	503	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D400	504	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D402	510	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D410	511	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D412	518	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D419	526	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D420	528	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D426	532	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D42F	533	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D43D	551	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D446	552	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D44C	557	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D455	558	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D45B	563	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D464	564	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D46A	592	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D46E	607	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D479	624	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D47E	737	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D485	742	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D48A	747	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D48F	748	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D491	749	D:\nt\private\crt32st\startup\crt0dat.c		
.text	0x2D4BC	44	D:\nt\private\fp32st\conv\i386\atold.c		
.text	0x2D4C2	48	D:\nt\private\fp32st\conv\i386\atold.c		
.text	0x2D4D4	50	D:\nt\private\fp32st\conv\i386\atold.c		
.text	0x2D4DB	51	D:\nt\private\fp32st\conv\i386\atold.c		
.text	0x2D4EC	53	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D4F2	70	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D4F9	75	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D4FF	76	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D506	78	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D50D	79	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D514	80	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D51B	81	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D522	82	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D529	83	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D530	87	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D537	89	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D53E	95	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D56C	98	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D577	99	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D580	101	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D590	106	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5A4	122	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5AB	123	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5AE	124	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5B4	108	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5BB	126	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5C0	111	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5C7	112	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5CD	113	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5D4	115	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5DB	116	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5E1	117	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5E8	163	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5EF	164	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5F4	128	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D5FB	129	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D607	134	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D620	142	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D627	143	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D62C	145	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D633	146	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D638	153	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D644	154	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D650	158	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D661	166	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D668	171	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D66F	172	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D674	178	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D677	179	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D68F	173	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D695	174	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D698	175	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6A6	177	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6A8	180	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6BC	196	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6C3	197	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6C9	198	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6CC	199	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6E0	200	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D6FC	201	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D702	202	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D705	203	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D713	204	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D716	206	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D718	207	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D744	220	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D755	221	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D75C	222	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D764	230	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D76D	231	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D779	236	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D78B	238	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D792	251	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D798	241	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D79F	242	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7A6	243	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7AC	245	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7B3	246	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7C9	254	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7DD	255	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7E0	264	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7EC	265	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7F3	266	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D7F8	269	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D801	274	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D808	275	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D80E	276	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D814	280	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D81B	281	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D81D	287	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D838	282	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D84C	283	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D853	284	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D85A	288	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D860	290	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D8BC	295	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D8C6	297	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D8CE	303	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D8EC	304	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D8F2	305	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D8FB	310	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D901	312	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D908	313	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D90B	314	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D90E	316	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D91C	322	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D91F	323	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D922	324	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D92D	325	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D941	327	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D947	328	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D94A	329	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D950	330	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D959	331	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D960	332	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D971	333	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D978	334	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D980	335	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D992	341	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D99A	342	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9A0	343	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9A6	344	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9AE	346	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9BE	347	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9C4	348	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9CB	349	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9D1	350	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9D8	351	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9DC	353	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9E0	354	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9E3	356	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9E8	357	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9EB	364	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9F3	365	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9FA	366	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2D9FC	367	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA04	368	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA18	374	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA28	378	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA2E	380	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA3E	381	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA42	383	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA4A	385	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA56	386	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA5D	387	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA64	388	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA68	390	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA72	392	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA82	393	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA86	400	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA8E	401	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DA97	402	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DAA2	404	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DAA5	405	D:\nt\private\fp32st\conv\strgtold.c		
.text	0x2DAAC	37	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAB2	39	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAB9	40	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAC2	41	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAE3	42	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAEA	43	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAF2	44	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAF5	45	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAF8	67	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DAFE	69	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB13	70	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB17	71	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB2E	72	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB32	73	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB38	76	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB53	77	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB57	78	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB5D	81	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB75	82	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB78	104	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB7E	107	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB8E	108	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DB9E	109	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBA3	110	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBB3	111	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBC3	112	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBC8	115	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBCE	117	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBE5	118	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DBFD	119	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC03	120	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC13	121	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC21	122	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC24	151	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC2C	153	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC32	155	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC3B	156	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC45	157	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC4F	158	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC54	159	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC5F	160	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC68	161	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC73	162	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC82	163	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC8D	164	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC96	165	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DC9D	166	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCA4	167	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCB3	168	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCBF	171	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCC4	172	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCCF	173	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCE6	174	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCEC	175	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCF1	176	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCFA	177	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DCFC	178	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DD05	179	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DD09	180	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DD12	181	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DD1A	182	D:\nt\private\fp32st\conv\mantold.c		
.text	0x2DD2C	37	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD32	39	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD38	47	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD3F	48	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD46	49	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD4D	51	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD58	52	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD63	54	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD6F	55	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD73	56	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD77	57	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD83	60	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DD99	62	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDBE	63	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDC0	65	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDC6	67	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDD8	70	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDDF	75	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDE3	76	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DDFA	78	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE00	79	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE02	80	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE04	82	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE0B	83	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE0F	84	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE26	90	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE2D	91	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE38	104	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE41	105	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE4A	106	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE54	107	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE65	117	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE79	119	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE7D	121	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE85	123	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE89	124	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE8D	125	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE96	126	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DE9A	127	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEA3	93	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEAB	94	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEB2	95	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEC0	129	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEC6	133	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DECE	134	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEDA	135	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEDE	136	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEE5	138	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEEC	139	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEF0	140	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEF4	141	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEFA	142	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DEFD	143	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF09	144	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF0D	145	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF14	146	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF1A	147	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF1E	151	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF26	153	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF2C	154	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF33	155	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF39	156	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF40	157	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF48	159	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF4E	160	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF52	163	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF54	164	D:\nt\private\fp32st\conv\tenpow.c		
.text	0x2DF57	166	D:\nt\private\fp32st\conv\tenpow.c		
