index	name	value	section	type	storage	naux	file
273	.data	327680	4	0	3	1	opMD.c
275	.bss	201024	2	0	3	1	opMD.c
277	FLAT	0	-1	0	3	0	opMD.c
278	.file	289	-2	0	103	1	pragma.c
280	.text	157840	1	0	3	1	pragma.c
282	.data	278080	3	0	3	1	pragma.c
284	.data	327680	4	0	3	1	pragma.c
286	.bss	201024	2	0	3	1	pragma.c
288	FLAT	0	-1	0	3	0	pragma.c
289	.file	300	-2	0	103	1	ioin.c
291	.text	157840	1	0	3	1	ioin.c
293	.data	278512	3	0	3	1	ioin.c
295	.data	327680	4	0	3	1	ioin.c
297	.bss	201024	2	0	3	1	ioin.c
299	FLAT	0	-1	0	3	0	ioin.c
300	.file	311	-2	0	103	1	sil.c
302	.text	159056	1	0	3	1	sil.c
304	.data	278544	3	0	3	1	sil.c
306	.data	327680	4	0	3	1	sil.c
308	.bss	201024	2	0	3	1	sil.c
310	FLAT	0	-1	0	3	0	sil.c
311	.file	323	-2	0	103	1	error.c
313	.text	159056	1	0	3	1	error.c
315	.data	278752	3	0	3	1	error.c
317	.data	327680	4	0	3	1	error.c
319	.bss	201024	2	0	3	1	error.c
321	FLAT	0	-1	0	3	0	error.c
322	format	159672	1	0	3	0	error.c
323	.file	337	-2	0	103	2	D:\nt\private\crt32st\lowio\close.c
326	.text	160016	1	0	3	1	D:\nt\private\crt32st\lowio\close.c
328	.data	278832	3	0	3	1	D:\nt\private\crt32st\lowio\close.c
330	.data	327680	4	0	3	1	D:\nt\private\crt32st\lowio\close.c
332	.bss	201024	2	0	3	1	D:\nt\private\crt32st\lowio\close.c
334	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\close.c
335	.idata$6	393384	5	0	3	0	D:\nt\private\crt32st\lowio\close.c
336	.idata$6	393398	5	0	3	0	D:\nt\private\crt32st\lowio\close.c
337	.file	345	-2	0	103	1	i386\chkstk.asm
339	.text	160156	1	0	3	1	i386\chkstk.asm
341	.data	278832	3	0	3	1	i386\chkstk.asm
343	DGROUP	278832	3	0	3	0	i386\chkstk.asm
344	FLAT	0	-1	0	3	0	i386\chkstk.asm
345	.file	357	-2	0	103	2	D:\nt\private\crt32st\misc\ctype.c
348	.text	160204	1	0	3	1	D:\nt\private\crt32st\misc\ctype.c
350	.data	278832	3	0	3	1	D:\nt\private\crt32st\misc\ctype.c
352	.data	327680	4	0	3	1	D:\nt\private\crt32st\misc\ctype.c
354	.bss	201024	2	0	3	1	D:\nt\private\crt32st\misc\ctype.c
356	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\misc\ctype.c
357	.file	375	-2	0	103	3	D:\nt\private\crt32st\startup\crt0dat.c
361	.text	160204	1	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
363	.data	279104	3	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
365	.data	327680	4	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
367	.bss	201024	2	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
369	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
370	_doinitterm	160608	1	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
371	doexit	160500	1	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
372	.idata$6	393414	5	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
373	.idata$6	393428	5	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
374	.idata$6	393442	5	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
375	.file	387	-2	0	103	2	D:\nt\private\crt32st\dos\dosmap.c
378	.text	160670	1	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
380	.data	279552	3	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
382	.data	327680	4	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
384	.bss	201024	2	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
386	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\dos\dosmap.c
387	.file	400	-2	0	103	2	D:\nt\private\crt32st\convert\fcvt.c
390	.text	160798	1	0	3	1	D:\nt\private\crt32st\convert\fcvt.c
392	.data	279632	3	0	3	1	D:\nt\private\crt32st\convert\fcvt.c
394	.data	327680	4	0	3	1	D:\nt\private\crt32st\convert\fcvt.c
396	.bss	201024	2	0	3	1	D:\nt\private\crt32st\convert\fcvt.c
398	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\convert\fcvt.c
399	_fpcvt	160882	1	0	3	0	D:\nt\private\crt32st\convert\fcvt.c
400	.file	413	-2	0	103	3	D:\nt\private\crt32st\stdio\_filbuf.c
404	.text	160958	1	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
406	.data	279632	3	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
408	.data	327680	4	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
410	.bss	201376	2	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
412	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\_filbuf.c
413	.file	426	-2	0	103	3	D:\nt\private\crt32st\stdio\_flsbuf.c
417	.text	161134	1	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
419	.data	279632	3	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
421	.data	327680	4	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
423	.bss	201376	2	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
425	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\_flsbuf.c
426	.file	438	-2	0	103	2	D:\nt\private\fp32st\conv\cfout.c
429	.text	161438	1	0	3	1	D:\nt\private\fp32st\conv\cfout.c
431	.data	279632	3	0	3	1	D:\nt\private\fp32st\conv\cfout.c
433	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\cfout.c
435	.bss	201376	2	0	3	1	D:\nt\private\fp32st\conv\cfout.c
437	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\cfout.c
438	.file	450	-2	0	103	2	D:\nt\private\fp32st\conv\x10fout.c
441	.text	161550	1	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
443	.data	279632	3	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
445	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
447	.bss	201424	2	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
449	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\x10fout.c
450	.file	462	-2	0	103	2	D:\nt\private\fp32st\conv\mantold.c
453	.text	162494	1	0	3	1	D:\nt\private\fp32st\conv\mantold.c
455	.data	279664	3	0	3	1	D:\nt\private\fp32st\conv\mantold.c
457	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\mantold.c
459	.bss	201424	2	0	3	1	D:\nt\private\fp32st\conv\mantold.c
461	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\mantold.c
462	.file	474	-2	0	103	2	D:\nt\private\fp32st\conv\ldtod.c
465	.text	163134	1	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
467	.data	279664	3	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
469	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
471	.bss	201424	2	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
473	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\ldtod.c
474	.file	486	-2	0	103	2	D:\nt\private\fp32st\conv\tenpow.c
477	.text	163758	1	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
479	.data	279664	3	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
481	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
483	.bss	201424	2	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
485	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\tenpow.c
486	.file	498	-2	0	103	2	D:\nt\private\fp32st\conv\fpinit.c
489	.text	164510	1	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
491	.data	279664	3	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
493	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
495	.bss	201424	2	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
497	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\fpinit.c
498	.file	513	-2	0	103	2	D:\nt\private\fp32st\conv\cvt.c
501	.text	164574	1	0	3	1	D:\nt\private\fp32st\conv\cvt.c
503	.data	279696	3	0	3	1	D:\nt\private\fp32st\conv\cvt.c
505	.data	327680	4	0	3	1	D:\nt\private\fp32st\conv\cvt.c
507	.bss	201424	2	0	3	1	D:\nt\private\fp32st\conv\cvt.c
509	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
510	_cftoe_g	165250	1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
511	_cftof_g	165590	1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
512	_shift	165898	1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
513	.file	526	-2	0	103	3	D:\nt\private\fp32st\conv\i386\atold.c
517	.text	165950	1	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
519	.data	279712	3	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
521	.data	327696	4	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
523	.bss	201440	2	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
525	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\i386\atold.c
526	.file	538	-2	0	103	2	D:\nt\private\fp32st\conv\strgtold.c
529	.text	165998	1	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
531	.data	279712	3	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
533	.data	327696	4	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
535	.bss	201440	2	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
537	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\strgtold.c
538	.file	551	-2	0	103	3	D:\nt\private\crt32st\misc\cmiscdat.c
542	.text	167470	1	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
544	.data	279712	3	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
546	.data	327696	4	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
548	.bss	201472	2	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
550	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\misc\cmiscdat.c
551	.file	564	-2	0	103	3	D:\nt\private\crt32st\convert\_fptostr.c
555	.text	167470	1	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
557	.data	279744	3	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
559	.data	327696	4	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
561	.bss	201472	2	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
563	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\convert\_fptostr.c
564	.file	577	-2	0	103	3	D:\nt\private\crt32st\startup\crt0fp.c
568	.text	167614	1	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
570	.data	279744	3	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
572	.data	327696	4	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
574	.bss	201472	2	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
576	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0fp.c
577	.file	595	-2	0	103	2	D:\nt\private\crt32st\startup\crt0.c
580	.text	167630	1	0	3	1	D:\nt\private\crt32st\startup\crt0.c
582	.data	279744	3	0	3	1	D:\nt\private\crt32st\startup\crt0.c
584	.data	327696	4	0	3	1	D:\nt\private\crt32st\startup\crt0.c
586	.bss	201472	2	0	3	1	D:\nt\private\crt32st\startup\crt0.c
588	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0.c
589	inherit	167922	1	0	3	0	D:\nt\private\crt32st\startup\crt0.c
590	.idata$6	393458	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
591	.idata$6	393476	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
592	.idata$6	393500	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
593	.idata$6	393518	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
594	.idata$6	393532	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
595	.file	609	-2	0	103	3	D:\nt\private\crt32st\startup\crt0msg.c
599	.text	168092	1	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
601	.data	279760	3	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
603	.data	327696	4	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
605	.bss	201472	2	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
607	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0msg.c
608	.idata$6	393560	5	0	3	0	D:\nt\private\crt32st\startup\crt0msg.c
609	.file	623	-2	0	103	1	i386\crtexcpt.asm
611	.text	168258	1	0	3	1	i386\crtexcpt.asm
613	.data	280480	3	0	3	1	i386\crtexcpt.asm
615	.data	327696	4	0	3	1	i386\crtexcpt.asm
617	.bss	201472	2	0	3	1	i386\crtexcpt.asm
619	DGROUP	280480	3	0	3	0	i386\crtexcpt.asm
620	FLAT	0	-1	0	3	0	i386\crtexcpt.asm
621	.idata$6	393782	5	0	3	0	i386\crtexcpt.asm
622	.idata$6	393794	5	0	3	0	i386\crtexcpt.asm
623	.file	637	-2	0	103	3	D:\nt\private\crt32st\lowio\osfinfo.c
627	.text	168398	1	0	3	1	D:\nt\private\crt32st\lowio\osfinfo.c
629	.data	280480	3	0	3	1	D:\nt\private\crt32st\lowio\osfinfo.c
631	.data	327696	4	0	3	1	D:\nt\private\crt32st\lowio\osfinfo.c
633	.bss	201472	2	0	3	1	D:\nt\private\crt32st\lowio\osfinfo.c
635	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\osfinfo.c
636	.idata$6	393572	5	0	3	0	D:\nt\private\crt32st\lowio\osfinfo.c
637	.file	650	-2	0	103	3	D:\nt\private\crt32st\stdio\_getbuf.c
641	.text	168948	1	0	3	1	D:\nt\private\crt32st\stdio\_getbuf.c
643	.data	280480	3	0	3	1	D:\nt\private\crt32st\stdio\_getbuf.c
645	.data	327696	4	0	3	1	D:\nt\private\crt32st\stdio\_getbuf.c
647	.bss	201472	2	0	3	1	D:\nt\private\crt32st\stdio\_getbuf.c
649	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\_getbuf.c
650	.file	663	-2	0	103	2	D:\nt\private\crt32st\stdio\fflush.c
653	.text	169028	1	0	3	1	D:\nt\private\crt32st\stdio\fflush.c
655	.data	280480	3	0	3	1	D:\nt\private\crt32st\stdio\fflush.c
657	.data	327696	4	0	3	1	D:\nt\private\crt32st\stdio\fflush.c
659	.bss	201472	2	0	3	1	D:\nt\private\crt32st\stdio\fflush.c
661	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\fflush.c
662	flsall	169232	1	0	3	0	D:\nt\private\crt32st\stdio\fflush.c
663	.file	676	-2	0	103	2	D:\nt\private\crt32st\lowio\commit.c
666	.text	169380	1	0	3	1	D:\nt\private\crt32st\lowio\commit.c
668	.data	280496	3	0	3	1	D:\nt\private\crt32st\lowio\commit.c
670	.data	327696	4	0	3	1	D:\nt\private\crt32st\lowio\commit.c
672	.bss	201472	2	0	3	1	D:\nt\private\crt32st\lowio\commit.c
674	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\commit.c
675	.idata$6	393588	5	0	3	0	D:\nt\private\crt32st\lowio\commit.c
676	.file	689	-2	0	103	3	D:\nt\private\crt32st\stdio\closeall.c
680	.text	169498	1	0	3	1	D:\nt\private\crt32st\stdio\closeall.c
682	.data	280496	3	0	3	1	D:\nt\private\crt32st\stdio\closeall.c
684	.data	327696	4	0	3	1	D:\nt\private\crt32st\stdio\closeall.c
686	.bss	201472	2	0	3	1	D:\nt\private\crt32st\stdio\closeall.c
688	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\closeall.c
689	.file	703	-2	0	103	3	D:\nt\private\crt32st\heap\heapinit.c
693	.text	169546	1	0	3	1	D:\nt\private\crt32st\heap\heapinit.c
695	.data	280496	3	0	3	1	D:\nt\private\crt32st\heap\heapinit.c
697	.data	327696	4	0	3	1	D:\nt\private\crt32st\heap\heapinit.c
699	.bss	201472	2	0	3	1	D:\nt\private\crt32st\heap\heapinit.c
701	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\heap\heapinit.c
702	.idata$6	393608	5	0	3	0	D:\nt\private\crt32st\heap\heapinit.c
703	.file	715	-2	0	103	2	D:\nt\private\crt32st\heap\hpabort.c
706	.text	169648	1	0	3	1	D:\nt\private\crt32st\heap\hpabort.c
708	.data	280528	3	0	3	1	D:\nt\private\crt32st\heap\hpabort.c
710	.data	327696	4	0	3	1	D:\nt\private\crt32st\heap\hpabort.c
712	.bss	201472	2	0	3	1	D:\nt\private\crt32st\heap\hpabort.c
714	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\heap\hpabort.c
715	.file	727	-2	0	103	2	D:\nt\private\crt32st\stdio\_file.c
718	.text	169664	1	0	3	1	D:\nt\private\crt32st\stdio\_file.c
720	.data	280528	3	0	3	1	D:\nt\private\crt32st\stdio\_file.c
722	.data	327696	4	0	3	1	D:\nt\private\crt32st\stdio\_file.c
724	.bss	201472	2	0	3	1	D:\nt\private\crt32st\stdio\_file.c
726	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\_file.c
727	.file	739	-2	0	103	2	D:\nt\private\crt32st\lowio\isatty.c
730	.text	169664	1	0	3	1	D:\nt\private\crt32st\lowio\isatty.c
732	.data	281184	3	0	3	1	D:\nt\private\crt32st\lowio\isatty.c
734	.data	327696	4	0	3	1	D:\nt\private\crt32st\lowio\isatty.c
736	.bss	201472	2	0	3	1	D:\nt\private\crt32st\lowio\isatty.c
738	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\isatty.c
739	.file	752	-2	0	103	2	D:\nt\private\crt32st\lowio\lseek.c
742	.text	169712	1	0	3	1	D:\nt\private\crt32st\lowio\lseek.c
744	.data	281184	3	0	3	1	D:\nt\private\crt32st\lowio\lseek.c
746	.data	327696	4	0	3	1	D:\nt\private\crt32st\lowio\lseek.c
748	.bss	201472	2	0	3	1	D:\nt\private\crt32st\lowio\lseek.c
750	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\lseek.c
751	.idata$6	393624	5	0	3	0	D:\nt\private\crt32st\lowio\lseek.c
752	.file	764	-2	0	103	2	D:\nt\private\fp32st\conv\constpow.c
755	.text	169846	1	0	3	1	D:\nt\private\fp32st\conv\constpow.c
757	.data	281184	3	0	3	1	D:\nt\private\fp32st\conv\constpow.c
759	.data	327696	4	0	3	1	D:\nt\private\fp32st\conv\constpow.c
761	.bss	201472	2	0	3	1	D:\nt\private\fp32st\conv\constpow.c
763	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\constpow.c
764	.file	777	-2	0	103	2	D:\nt\private\crt32st\lowio\read.c
767	.text	169846	1	0	3	1	D:\nt\private\crt32st\lowio\read.c
769	.data	281888	3	0	3	1	D:\nt\private\crt32st\lowio\read.c
771	.data	327696	4	0	3	1	D:\nt\private\crt32st\lowio\read.c
773	.bss	201472	2	0	3	1	D:\nt\private\crt32st\lowio\read.c
775	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\read.c
776	.idata$6	393642	5	0	3	0	D:\nt\private\crt32st\lowio\read.c
777	.file	792	-2	0	103	3	D:\nt\private\crt32st\startup\stdargv.c
781	.text	170428	1	0	3	1	D:\nt\private\crt32st\startup\stdargv.c
783	.data	281888	3	0	3	1	D:\nt\private\crt32st\startup\stdargv.c
785	.data	327696	4	0	3	1	D:\nt\private\crt32st\startup\stdargv.c
787	.bss	201472	2	0	3	1	D:\nt\private\crt32st\startup\stdargv.c
789	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\stdargv.c
790	parse_cmdline	170592	1	0	3	0	D:\nt\private\crt32st\startup\stdargv.c
791	.idata$6	393654	5	0	3	0	D:\nt\private\crt32st\startup\stdargv.c
