index	name	value	section	type	storage	naux	file
0	.file	11	-2	0	103	1	main.c
2	.text	65536	1	0	3	1	main.c
4	.data	262144	3	0	3	1	main.c
6	.data	327680	4	0	3	1	main.c
8	.bss	196608	2	0	3	1	main.c
10	FLAT	0	-1	0	3	0	main.c
11	.file	24	-2	0	103	3	D:\nt\private\crt32\linkopts\binmode.c
15	.text	69312	1	0	3	1	D:\nt\private\crt32\linkopts\binmode.c
17	.data	263776	3	0	3	1	D:\nt\private\crt32\linkopts\binmode.c
19	.data	327680	4	0	3	1	D:\nt\private\crt32\linkopts\binmode.c
21	.bss	196608	2	0	3	1	D:\nt\private\crt32\linkopts\binmode.c
23	FLAT	0	-1	0	3	0	D:\nt\private\crt32\linkopts\binmode.c
24	.file	35	-2	0	103	1	ail.c
26	.text	69312	1	0	3	1	ail.c
28	.data	263792	3	0	3	1	ail.c
30	.data	327680	4	0	3	1	ail.c
32	.bss	196608	2	0	3	1	ail.c
34	FLAT	0	-1	0	3	0	ail.c
35	.file	46	-2	0	103	1	memallo.c
37	.text	69312	1	0	3	1	memallo.c
39	.data	263984	3	0	3	1	memallo.c
41	.data	327680	4	0	3	1	memallo.c
43	.bss	196608	2	0	3	1	memallo.c
45	FLAT	0	-1	0	3	0	memallo.c
46	.file	57	-2	0	103	1	c:\c6\\cmerge\
48	.text	69984	1	0	3	1	c:\c6\\cmerge\
50	.data	264176	3	0	3	1	c:\c6\\cmerge\
52	.data	327680	4	0	3	1	c:\c6\\cmerge\
54	.bss	200640	2	0	3	1	c:\c6\\cmerge\
56	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
57	.file	68	-2	0	103	1	omf.c
59	.text	74944	1	0	3	1	omf.c
61	.data	264480	3	0	3	1	omf.c
63	.data	327680	4	0	3	1	omf.c
65	.bss	200640	2	0	3	1	omf.c
67	FLAT	0	-1	0	3	0	omf.c
68	.file	79	-2	0	103	1	omf_ms.c
70	.text	77280	1	0	3	1	omf_ms.c
72	.data	264640	3	0	3	1	omf_ms.c
74	.data	327680	4	0	3	1	omf_ms.c
76	.bss	200896	2	0	3	1	omf_ms.c
78	FLAT	0	-1	0	3	0	omf_ms.c
79	.file	90	-2	0	103	1	pgo.c
81	.text	83264	1	0	3	1	pgo.c
83	.data	265344	3	0	3	1	pgo.c
85	.data	327680	4	0	3	1	pgo.c
87	.bss	200896	2	0	3	1	pgo.c
89	FLAT	0	-1	0	3	0	pgo.c
90	.file	101	-2	0	103	1	MD.c
92	.text	90240	1	0	3	1	MD.c
94	.data	265408	3	0	3	1	MD.c
96	.data	327680	4	0	3	1	MD.c
98	.bss	200944	2	0	3	1	MD.c
100	FLAT	0	-1	0	3	0	MD.c
101	.file	113	-2	0	103	1	typemit.c
103	.text	90384	1	0	3	1	typemit.c
105	.data	266384	3	0	3	1	typemit.c
107	.data	327680	4	0	3	1	typemit.c
109	.bss	200944	2	0	3	1	typemit.c
111	FLAT	0	-1	0	3	0	typemit.c
112	FindBaseOffset	91220	1	0	3	0	typemit.c
113	.file	124	-2	0	103	1	c:\c6\\cmerge\
115	.text	91312	1	0	3	1	c:\c6\\cmerge\
117	.data	266448	3	0	3	1	c:\c6\\cmerge\
119	.data	327680	4	0	3	1	c:\c6\\cmerge\
121	.bss	200944	2	0	3	1	c:\c6\\cmerge\
123	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
124	.file	135	-2	0	103	1	c:\c6\\cmerge\
126	.text	101872	1	0	3	1	c:\c6\\cmerge\
128	.data	268256	3	0	3	1	c:\c6\\cmerge\
130	.data	327680	4	0	3	1	c:\c6\\cmerge\
132	.bss	200944	2	0	3	1	c:\c6\\cmerge\
134	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
135	.file	146	-2	0	103	1	c:\c6\\cmerge\
137	.text	112048	1	0	3	1	c:\c6\\cmerge\
139	.data	268320	3	0	3	1	c:\c6\\cmerge\
141	.data	327680	4	0	3	1	c:\c6\\cmerge\
143	.bss	200944	2	0	3	1	c:\c6\\cmerge\
145	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
146	.file	157	-2	0	103	1	csize.c
148	.text	114224	1	0	3	1	csize.c
150	.data	268496	3	0	3	1	csize.c
152	.data	327680	4	0	3	1	csize.c
154	.bss	200944	2	0	3	1	csize.c
156	FLAT	0	-1	0	3	0	csize.c
157	.file	168	-2	0	103	1	p3symtab.c
159	.text	117312	1	0	3	1	p3symtab.c
161	.data	268560	3	0	3	1	p3symtab.c
163	.data	327680	4	0	3	1	p3symtab.c
165	.bss	200960	2	0	3	1	p3symtab.c
167	FLAT	0	-1	0	3	0	p3symtab.c
168	.file	179	-2	0	103	1	c:\c6\\cmerge\
170	.text	118336	1	0	3	1	c:\c6\\cmerge\
172	.data	269056	3	0	3	1	c:\c6\\cmerge\
174	.data	327680	4	0	3	1	c:\c6\\cmerge\
176	.bss	200960	2	0	3	1	c:\c6\\cmerge\
178	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
179	.file	190	-2	0	103	1	pgo2.c
181	.text	119200	1	0	3	1	pgo2.c
183	.data	269120	3	0	3	1	pgo2.c
185	.data	327680	4	0	3	1	pgo2.c
187	.bss	200960	2	0	3	1	pgo2.c
189	FLAT	0	-1	0	3	0	pgo2.c
190	.file	201	-2	0	103	1	p3io.c
192	.text	121312	1	0	3	1	p3io.c
194	.data	269152	3	0	3	1	p3io.c
196	.data	327680	4	0	3	1	p3io.c
198	.bss	200960	2	0	3	1	p3io.c
200	FLAT	0	-1	0	3	0	p3io.c
201	.file	212	-2	0	103	1	c:\c6\\cmerge\
203	.text	127968	1	0	3	1	c:\c6\\cmerge\
205	.data	269376	3	0	3	1	c:\c6\\cmerge\
207	.data	327680	4	0	3	1	c:\c6\\cmerge\
209	.bss	200960	2	0	3	1	c:\c6\\cmerge\
211	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
212	.file	223	-2	0	103	1	srclist.c
214	.text	128880	1	0	3	1	srclist.c
216	.data	269408	3	0	3	1	srclist.c
218	.data	327680	4	0	3	1	srclist.c
220	.bss	200960	2	0	3	1	srclist.c
222	FLAT	0	-1	0	3	0	srclist.c
223	.file	234	-2	0	103	1	initil.c
225	.text	134240	1	0	3	1	initil.c
227	.data	270624	3	0	3	1	initil.c
229	.data	327680	4	0	3	1	initil.c
231	.bss	200976	2	0	3	1	initil.c
233	FLAT	0	-1	0	3	0	initil.c
234	.file	245	-2	0	103	1	c:\c6\\cmerge\
236	.text	134240	1	0	3	1	c:\c6\\cmerge\
238	.data	270800	3	0	3	1	c:\c6\\cmerge\
240	.data	327680	4	0	3	1	c:\c6\\cmerge\
242	.bss	200976	2	0	3	1	c:\c6\\cmerge\
244	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
245	.file	256	-2	0	103	1	operand.c
247	.text	141920	1	0	3	1	operand.c
249	.data	272272	3	0	3	1	operand.c
251	.data	327680	4	0	3	1	operand.c
253	.bss	201008	2	0	3	1	operand.c
255	FLAT	0	-1	0	3	0	operand.c
256	.file	267	-2	0	103	1	c:\c6\\cmerge\
258	.text	143760	1	0	3	1	c:\c6\\cmerge\
260	.data	272464	3	0	3	1	c:\c6\\cmerge\
262	.data	327680	4	0	3	1	c:\c6\\cmerge\
264	.bss	201008	2	0	3	1	c:\c6\\cmerge\
266	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
267	.file	278	-2	0	103	1	opMD.c
269	.text	157840	1	0	3	1	opMD.c
271	.data	272768	3	0	3	1	opMD.c
