rva	va	name	storage	source	source_raw
0x00024a3c	0x00034a3c	_clear_locsym_space	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00024a60	0x00034a60	_rm_dead_store	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00024b94	0x00034b94	_peephole	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x000259d8	0x000359d8	_carry_not_used	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025a20	0x00035a20	_change_to_inc_dec	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025aac	0x00035aac	_rem_inv_inst	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025b24	0x00035b24	_mov_to_cwd	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025b98	0x00035b98	_extra_compare	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025d94	0x00035d94	_check_for_byteop	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025e44	0x00035e44	_fdload	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00025f20	0x00035f20	_compress_JCC_seq	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00026068	0x00036068	_compress_TEST_seq	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x0002619c	0x0003619c	_shorten_instr	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x0002635c	0x0003635c	_check_reg_chain	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x000263ac	0x000363ac	_clear_reg_chain	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x000263cc	0x000363cc	_rm_reg_chain	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x000267d0	0x000367d0	_do_forward_check	external	compiler_contribution_023 [_set_instr_vars, _rm_deadload, _rm_deadinstr...]	c:\c6\\cmerge\
0x00026890	0x00036890	_chread	external	ioin.c	ioin.c
0x000268b8	0x000368b8	_keyread	external	ioin.c	ioin.c
0x00026918	0x00036918	_shread	external	ioin.c	ioin.c
0x000269b0	0x000369b0	_loread	external	ioin.c	ioin.c
0x00026a98	0x00036a98	_flread	external	ioin.c	ioin.c
0x00026ab8	0x00036ab8	_doread	external	ioin.c	ioin.c
0x00026ae8	0x00036ae8	_rtread	external	ioin.c	ioin.c
0x00026b18	0x00036b18	_zsread	external	ioin.c	ioin.c
0x00026b6c	0x00036b6c	_lsread	external	ioin.c	ioin.c
0x00026bdc	0x00036bdc	_lsignore	external	ioin.c	ioin.c
0x00026c1c	0x00036c1c	_buff_check	external	ioin.c	ioin.c
0x00026c30	0x00036c30	_il_file	external	ioin.c	ioin.c
0x00026cf0	0x00036cf0	_werr	external	ioin.c	ioin.c
0x00026d50	0x00036d50	_error	external	error.c	error.c
0x00026d9c	0x00036d9c	_fatal	external	error.c	error.c
0x00026de4	0x00036de4	_warning	external	error.c	error.c
0x00026e40	0x00036e40	_message	external	error.c	error.c
0x00026fb8	0x00036fb8	format	static	error.c	error.c
0x00026fcc	0x00036fcc	_do_format	external	error.c	error.c
0x000270dc	0x000370dc	_close_all	external	error.c	error.c
0x00027110	0x00037110	__close	external	D:\nt\private\crt32st\lowio\close.c	D:\nt\private\crt32st\lowio\close.c
0x00027190	0x00037190	_CloseHandle	external		
0x00027196	0x00037196	_GetLastError	external		
0x0002719c	0x0003719c	__chkstk	external	i386\chkstk.asm	i386\chkstk.asm
0x000271cc	0x000371cc	__cinit	external	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x000272ac	0x000372ac	_exit	external	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x000272c0	0x000372c0	__exit	external	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x000272d4	0x000372d4	__cexit	external	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x000272e4	0x000372e4	__c_exit	external	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x000272f4	0x000372f4	doexit	static	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x00027360	0x00037360	_doinitterm	static	D:\nt\private\crt32st\startup\crt0dat.c	D:\nt\private\crt32st\startup\crt0dat.c
0x0002738c	0x0003738c	_ExitProcess	external		
0x00027392	0x00037392	_GetFileType	external		
0x00027398	0x00037398	_GetStdHandle	external		
0x0002739e	0x0003739e	__dosmaperr	external	D:\nt\private\crt32st\dos\dosmap.c	D:\nt\private\crt32st\dos\dosmap.c
0x0002741e	0x0003741e	__fcvt	external	D:\nt\private\crt32st\convert\fcvt.c	D:\nt\private\crt32st\convert\fcvt.c
0x0002744e	0x0003744e	__ecvt	external	D:\nt\private\crt32st\convert\fcvt.c	D:\nt\private\crt32st\convert\fcvt.c
0x00027472	0x00037472	_fpcvt	static	D:\nt\private\crt32st\convert\fcvt.c	D:\nt\private\crt32st\convert\fcvt.c
0x000274be	0x000374be	__filbuf	external	D:\nt\private\crt32st\stdio\_filbuf.c	D:\nt\private\crt32st\stdio\_filbuf.c
0x0002756e	0x0003756e	__flsbuf	external	D:\nt\private\crt32st\stdio\_flsbuf.c	D:\nt\private\crt32st\stdio\_flsbuf.c
0x0002769e	0x0003769e	__fltout	external	D:\nt\private\fp32st\conv\cfout.c	D:\nt\private\fp32st\conv\cfout.c
0x0002770e	0x0003770e	_$I10_OUTPUT	external	D:\nt\private\fp32st\conv\x10fout.c	D:\nt\private\fp32st\conv\x10fout.c
0x00027abe	0x00037abe	___addl	external	D:\nt\private\fp32st\conv\mantold.c	D:\nt\private\fp32st\conv\mantold.c
0x00027b0a	0x00037b0a	___add_12	external	D:\nt\private\fp32st\conv\mantold.c	D:\nt\private\fp32st\conv\mantold.c
0x00027b8a	0x00037b8a	___shl_12	external	D:\nt\private\fp32st\conv\mantold.c	D:\nt\private\fp32st\conv\mantold.c
0x00027bda	0x00037bda	___shr_12	external	D:\nt\private\fp32st\conv\mantold.c	D:\nt\private\fp32st\conv\mantold.c
0x00027c36	0x00037c36	___mtold12	external	D:\nt\private\fp32st\conv\mantold.c	D:\nt\private\fp32st\conv\mantold.c
0x00027d3e	0x00037d3e	___dtold	external	D:\nt\private\fp32st\conv\ldtod.c	D:\nt\private\fp32st\conv\ldtod.c
0x00027e4a	0x00037e4a	___ldtod	external	D:\nt\private\fp32st\conv\ldtod.c	D:\nt\private\fp32st\conv\ldtod.c
0x00027fae	0x00037fae	___ld12mul	external	D:\nt\private\fp32st\conv\tenpow.c	D:\nt\private\fp32st\conv\tenpow.c
0x0002821a	0x0003821a	___multtenpow12	external	D:\nt\private\fp32st\conv\tenpow.c	D:\nt\private\fp32st\conv\tenpow.c
0x0002829e	0x0003829e	__fpmath	external	D:\nt\private\fp32st\conv\fpinit.c	D:\nt\private\fp32st\conv\fpinit.c
0x000282a6	0x000382a6	__fpclear	external	D:\nt\private\fp32st\conv\fpinit.c	D:\nt\private\fp32st\conv\fpinit.c
0x000282aa	0x000382aa	__cfltcvt_init	external	D:\nt\private\fp32st\conv\fpinit.c	D:\nt\private\fp32st\conv\fpinit.c
0x000282de	0x000382de	__forcdecpt	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x00028352	0x00038352	__cropzeros	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x000283c2	0x000383c2	__positive	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x000283e2	0x000383e2	__fassign	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x00028426	0x00038426	__cftoe	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x00028582	0x00038582	_cftoe_g	static	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x000285aa	0x000385aa	__cftof	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x000286d6	0x000386d6	_cftof_g	static	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x000286fa	0x000386fa	__cftog	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x000287ba	0x000387ba	__cfltcvt	external	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x0002880a	0x0003880a	_shift	static	D:\nt\private\fp32st\conv\cvt.c	D:\nt\private\fp32st\conv\cvt.c
0x0002883e	0x0003883e	__atold	external	D:\nt\private\fp32st\conv\i386\atold.c	D:\nt\private\fp32st\conv\i386\atold.c
0x0002886e	0x0003886e	___STRINGTOLD	external	D:\nt\private\fp32st\conv\strgtold.c	D:\nt\private\fp32st\conv\strgtold.c
0x00028e2e	0x00038e2e	__fptostr	external	D:\nt\private\crt32st\convert\_fptostr.c	D:\nt\private\crt32st\convert\_fptostr.c
0x00028ebe	0x00038ebe	__fptrap	external	D:\nt\private\crt32st\startup\crt0fp.c	D:\nt\private\crt32st\startup\crt0fp.c
0x00028ece	0x00038ece	_mainCRTStartup	external	D:\nt\private\crt32st\startup\crt0.c	D:\nt\private\crt32st\startup\crt0.c
0x00028ff2	0x00038ff2	inherit	static	D:\nt\private\crt32st\startup\crt0.c	D:\nt\private\crt32st\startup\crt0.c
0x0002905a	0x0003905a	__amsg_exit	external	D:\nt\private\crt32st\startup\crt0.c	D:\nt\private\crt32st\startup\crt0.c
0x0002907e	0x0003907e	_GetCommandLineA	external		
0x00029084	0x00039084	_GetEnvironmentStrings	external		
0x0002908a	0x0003908a	_GetStartupInfoA	external		
0x00029090	0x00039090	_GetVersion	external		
0x00029096	0x00039096	_UnhandledExceptionFilter	external		
0x0002909c	0x0003909c	__FF_MSGBANNER	external	D:\nt\private\crt32st\startup\crt0msg.c	D:\nt\private\crt32st\startup\crt0msg.c
0x000290c8	0x000390c8	__NMSG_WRITE	external	D:\nt\private\crt32st\startup\crt0msg.c	D:\nt\private\crt32st\startup\crt0msg.c
0x0002913c	0x0003913c	_WriteFile	external		
0x00029142	0x00039142	__except_handler	external	i386\crtexcpt.asm	i386\crtexcpt.asm
0x000291a4	0x000391a4	__global_unwind	external	i386\crtexcpt.asm	i386\crtexcpt.asm
0x000291a4	0x000391a4	__local_unwind	external	i386\crtexcpt.asm	i386\crtexcpt.asm
0x000291c2	0x000391c2	_DbgPrint	external		
0x000291c8	0x000391c8	_RtlUnwind	external		
0x000291ce	0x000391ce	__alloc_osfhnd	external	D:\nt\private\crt32st\lowio\osfinfo.c	D:\nt\private\crt32st\lowio\osfinfo.c
0x0002920e	0x0003920e	__set_osfhnd	external	D:\nt\private\crt32st\lowio\osfinfo.c	D:\nt\private\crt32st\lowio\osfinfo.c
0x0002928a	0x0003928a	__free_osfhnd	external	D:\nt\private\crt32st\lowio\osfinfo.c	D:\nt\private\crt32st\lowio\osfinfo.c
0x0002930e	0x0003930e	__get_osfhandle	external	D:\nt\private\crt32st\lowio\osfinfo.c	D:\nt\private\crt32st\lowio\osfinfo.c
0x0002934a	0x0003934a	__open_osfhandle	external	D:\nt\private\crt32st\lowio\osfinfo.c	D:\nt\private\crt32st\lowio\osfinfo.c
0x000293ee	0x000393ee	_SetStdHandle	external		
0x000293f4	0x000393f4	__getbuf	external	D:\nt\private\crt32st\stdio\_getbuf.c	D:\nt\private\crt32st\stdio\_getbuf.c
0x00029444	0x00039444	_fflush	external	D:\nt\private\crt32st\stdio\fflush.c	D:\nt\private\crt32st\stdio\fflush.c
0x00029490	0x00039490	__flush	external	D:\nt\private\crt32st\stdio\fflush.c	D:\nt\private\crt32st\stdio\fflush.c
0x00029504	0x00039504	__flushall	external	D:\nt\private\crt32st\stdio\fflush.c	D:\nt\private\crt32st\stdio\fflush.c
0x00029510	0x00039510	flsall	static	D:\nt\private\crt32st\stdio\fflush.c	D:\nt\private\crt32st\stdio\fflush.c
0x0002958c	0x0003958c	__endstdio	external	D:\nt\private\crt32st\stdio\fflush.c	D:\nt\private\crt32st\stdio\fflush.c
0x000295a4	0x000395a4	__commit	external	D:\nt\private\crt32st\lowio\commit.c	D:\nt\private\crt32st\lowio\commit.c
0x00029614	0x00039614	_FlushFileBuffers	external		
0x0002961a	0x0003961a	__fcloseall	external	D:\nt\private\crt32st\stdio\closeall.c	D:\nt\private\crt32st\stdio\closeall.c
0x0002964a	0x0003964a	__heap_init	external	D:\nt\private\crt32st\heap\heapinit.c	D:\nt\private\crt32st\heap\heapinit.c
0x0002965e	0x0003965e	__heap_grow_emptylist	external	D:\nt\private\crt32st\heap\heapinit.c	D:\nt\private\crt32st\heap\heapinit.c
0x000296aa	0x000396aa	_VirtualAlloc	external		
0x000296b0	0x000396b0	__heap_abort	external	D:\nt\private\crt32st\heap\hpabort.c	D:\nt\private\crt32st\heap\hpabort.c
0x000296c0	0x000396c0	__isatty	external	D:\nt\private\crt32st\lowio\isatty.c	D:\nt\private\crt32st\lowio\isatty.c
0x000296f0	0x000396f0	__lseek	external	D:\nt\private\crt32st\lowio\lseek.c	D:\nt\private\crt32st\lowio\lseek.c
0x00029770	0x00039770	_SetFilePointer	external		
0x00029776	0x00039776	__read	external	D:\nt\private\crt32st\lowio\read.c	D:\nt\private\crt32st\lowio\read.c
0x000299b6	0x000399b6	_ReadFile	external		
0x000299bc	0x000399bc	__setargv	external	D:\nt\private\crt32st\startup\stdargv.c	D:\nt\private\crt32st\startup\stdargv.c
0x00029a60	0x00039a60	parse_cmdline	static	D:\nt\private\crt32st\startup\stdargv.c	D:\nt\private\crt32st\startup\stdargv.c
0x00029bdc	0x00039bdc	_GetModuleFileNameA	external		
0x00029be2	0x00039be2	__setenvp	external	D:\nt\private\crt32st\startup\stdenvp.c	D:\nt\private\crt32st\startup\stdenvp.c
0x00029cf2	0x00039cf2	__stricmp	external	D:\nt\private\crt32st\string\stricmp.c	D:\nt\private\crt32st\string\stricmp.c
0x00029d02	0x00039d02	__strcmpi	external	D:\nt\private\crt32st\string\stricmp.c	D:\nt\private\crt32st\string\stricmp.c
0x00029d62	0x00039d62	__strupr	external	D:\nt\private\crt32st\string\strupr.c	D:\nt\private\crt32st\string\strupr.c
0x00029d92	0x00039d92	__write	external	D:\nt\private\crt32st\lowio\write.c	D:\nt\private\crt32st\lowio\write.c
0x00029f92	0x00039f92	_assert	external	debug.c	debug.c
0x00029faa	0x00039faa	_prof_start	external	debug.c	debug.c
0x00029fae	0x00039fae	_prof_end	external	debug.c	debug.c
0x00029fb2	0x00039fb2	_atof	external	D:\nt\private\crt32st\convert\atof.c	D:\nt\private\crt32st\convert\atof.c
0x0002a002	0x0003a002	__fltin	external	D:\nt\private\fp32st\conv\cfin.c	D:\nt\private\fp32st\conv\cfin.c
0x0002a0d2	0x0003a0d2	_atol	external	D:\nt\private\crt32st\convert\atox.c	D:\nt\private\crt32st\convert\atox.c
0x0002a14a	0x0003a14a	_atoi	external	D:\nt\private\crt32st\convert\atox.c	D:\nt\private\crt32st\convert\atox.c
0x0002a162	0x0003a162	_crack_cmd	external	getflags.c	getflags.c
0x0002a26e	0x0003a26e	_substr	external	getflags.c	getflags.c
0x0002a43e	0x0003a43e	getnumber	static	getflags.c	getflags.c
0x0002a49a	0x0003a49a	isita	static	getflags.c	getflags.c
0x0002a4be	0x0003a4be	tailmatch	static	getflags.c	getflags.c
0x0002a522	0x0003a522	copyover	static	getflags.c	getflags.c
0x0002a54e	0x0003a54e	_unconcat	external	getflags.c	getflags.c
0x0002a5e2	0x0003a5e2	__strdup	external	D:\nt\private\crt32st\string\strdup.c	D:\nt\private\crt32st\string\strdup.c
0x0002a642	0x0003a642	_createlabel	external	labels.c	labels.c
0x0002a6b2	0x0003a6b2	_fclose	external	D:\nt\private\crt32st\stdio\fclose.c	D:\nt\private\crt32st\stdio\fclose.c
0x0002a792	0x0003a792	__freebuf	external	D:\nt\private\crt32st\stdio\_freebuf.c	D:\nt\private\crt32st\stdio\_freebuf.c
0x0002a7c2	0x0003a7c2	xtoa	static	D:\nt\private\crt32st\convert\xtoa.c	D:\nt\private\crt32st\convert\xtoa.c
0x0002a82e	0x0003a82e	__itoa	external	D:\nt\private\crt32st\convert\xtoa.c	D:\nt\private\crt32st\convert\xtoa.c
0x0002a85a	0x0003a85a	__ltoa	external	D:\nt\private\crt32st\convert\xtoa.c	D:\nt\private\crt32st\convert\xtoa.c
0x0002a88a	0x0003a88a	__ultoa	external	D:\nt\private\crt32st\convert\xtoa.c	D:\nt\private\crt32st\convert\xtoa.c
0x0002a8a2	0x0003a8a2	_remove	external	D:\nt\private\crt32st\dos\unlink.c	D:\nt\private\crt32st\dos\unlink.c
0x0002a8de	0x0003a8de	__unlink	external	D:\nt\private\crt32st\dos\unlink.c	D:\nt\private\crt32st\dos\unlink.c
0x0002a8f2	0x0003a8f2	_DeleteFileA	external		
0x0002a8f8	0x0003a8f8	_fgets	external	D:\nt\private\crt32st\stdio\fgets.c	D:\nt\private\crt32st\stdio\fgets.c
0x0002a988	0x0003a988	__fsopen	external	D:\nt\private\crt32st\stdio\fopen.c	D:\nt\private\crt32st\stdio\fopen.c
0x0002a9a8	0x0003a9a8	_fopen	external	D:\nt\private\crt32st\stdio\fopen.c	D:\nt\private\crt32st\stdio\fopen.c
0x0002a9c8	0x0003a9c8	__getstream	external	D:\nt\private\crt32st\stdio\stream.c	D:\nt\private\crt32st\stdio\stream.c
0x0002aa08	0x0003aa08	__openfile	external	D:\nt\private\crt32st\stdio\_open.c	D:\nt\private\crt32st\stdio\_open.c
0x0002ab38	0x0003ab38	__open	external	D:\nt\private\crt32st\lowio\open.c	D:\nt\private\crt32st\lowio\open.c
0x0002ab50	0x0003ab50	__sopen	external	D:\nt\private\crt32st\lowio\open.c	D:\nt\private\crt32st\lowio\open.c
0x0002ae48	0x0003ae48	_CreateFileA	external		
0x0002ae4e	0x0003ae4e	_GetFileAttributesA	external		
0x0002ae54	0x0003ae54	_SetEndOfFile	external		
0x0002ae5a	0x0003ae5a	__access	external	D:\nt\private\crt32st\dos\access.c	D:\nt\private\crt32st\dos\access.c
0x0002aeba	0x0003aeba	__chsize	external	D:\nt\private\crt32st\lowio\chsize.c	D:\nt\private\crt32st\lowio\chsize.c
0x0002b00a	0x0003b00a	__setmode	external	D:\nt\private\crt32st\lowio\setmode.c	D:\nt\private\crt32st\lowio\setmode.c
0x0002b09a	0x0003b09a	_fprintf	external	D:\nt\private\crt32st\stdio\fprintf.c	D:\nt\private\crt32st\stdio\fprintf.c
0x0002b0da	0x0003b0da	__stbuf	external	D:\nt\private\crt32st\stdio\_sftbuf.c	D:\nt\private\crt32st\stdio\_sftbuf.c
0x0002b172	0x0003b172	__ftbuf	external	D:\nt\private\crt32st\stdio\_sftbuf.c	D:\nt\private\crt32st\stdio\_sftbuf.c
0x0002b1ca	0x0003b1ca	__output	external	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002b90a	0x0003b90a	write_char	static	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002b956	0x0003b956	write_multi_char	static	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002b982	0x0003b982	write_string	static	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002b9b2	0x0003b9b2	write_wstring	static	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002b9e6	0x0003b9e6	get_int_arg	static	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002b9f6	0x0003b9f6	get_long_arg	static	D:\nt\private\crt32st\stdio\output.c	D:\nt\private\crt32st\stdio\output.c
0x0002ba0a	0x0003ba0a	_fputc	external	D:\nt\private\crt32st\stdio\fputc.c	D:\nt\private\crt32st\stdio\fputc.c
0x0002ba4e	0x0003ba4e	_putc	external	D:\nt\private\crt32st\stdio\fputc.c	D:\nt\private\crt32st\stdio\fputc.c
0x0002ba6a	0x0003ba6a	_fread	external	D:\nt\private\crt32st\stdio\fread.c	D:\nt\private\crt32st\stdio\fread.c
0x0002bb8a	0x0003bb8a	_free	external	D:\nt\private\crt32st\heap\free.c	D:\nt\private\crt32st\heap\free.c
0x0002bbfa	0x0003bbfa	_freopen	external	D:\nt\private\crt32st\stdio\freopen.c	D:\nt\private\crt32st\stdio\freopen.c
0x0002bc5a	0x0003bc5a	_fseek	external	D:\nt\private\crt32st\stdio\fseek.c	D:\nt\private\crt32st\stdio\fseek.c
0x0002bcea	0x0003bcea	_ftell	external	D:\nt\private\crt32st\stdio\ftell.c	D:\nt\private\crt32st\stdio\ftell.c
0x0002be4a	0x0003be4a	_fwrite	external	D:\nt\private\crt32st\stdio\fwrite.c	D:\nt\private\crt32st\stdio\fwrite.c
0x0002bf9a	0x0003bf9a	_get_err	external	get_err.c	get_err.c
0x0002c01a	0x0003c01a	get_msg	static	get_err.c	get_err.c
0x0002c0ae	0x0003c0ae	get_message	static	get_err.c	get_err.c
0x0002c0fe	0x0003c0fe	get_int	static	get_err.c	get_err.c
0x0002c13a	0x0003c13a	mark_pos	static	get_err.c	get_err.c
0x0002c17a	0x0003c17a	nearest	static	get_err.c	get_err.c
0x0002c1ea	0x0003c1ea	_getenv	external	D:\nt\private\crt32st\misc\getenv.c	D:\nt\private\crt32st\misc\getenv.c
0x0002c26a	0x0003c26a	_build_symtab	external	srclist2.c	srclist2.c
0x0002c2ba	0x0003c2ba	_list_globals	external	srclist2.c	srclist2.c
0x0002c2ea	0x0003c2ea	_localtime	external	D:\nt\private\crt32st\time\localtim.c	D:\nt\private\crt32st\time\localtim.c
0x0002c35a	0x0003c35a	___tzset	external	D:\nt\private\crt32st\time\tzset.c	D:\nt\private\crt32st\time\tzset.c
0x0002c372	0x0003c372	__tzset	external	D:\nt\private\crt32st\time\tzset.c	D:\nt\private\crt32st\time\tzset.c
0x0002c412	0x0003c412	__isindst	external	D:\nt\private\crt32st\time\tzset.c	D:\nt\private\crt32st\time\tzset.c
0x0002c4ea	0x0003c4ea	_gmtime	external	D:\nt\private\crt32st\time\gmtime.c	D:\nt\private\crt32st\time\gmtime.c
0x0002c69a	0x0003c69a	_malloc	external	D:\nt\private\crt32st\heap\malloc.c	D:\nt\private\crt32st\heap\malloc.c
0x0002c732	0x0003c732	__heap_split_block	external	D:\nt\private\crt32st\heap\malloc.c	D:\nt\private\crt32st\heap\malloc.c
0x0002c79a	0x0003c79a	__heap_grow	external	D:\nt\private\crt32st\heap\heapgrow.c	D:\nt\private\crt32st\heap\heapgrow.c
0x0002c80e	0x0003c80e	_heap_new_region	static	D:\nt\private\crt32st\heap\heapgrow.c	D:\nt\private\crt32st\heap\heapgrow.c
0x0002c89a	0x0003c89a	__heap_grow_region	external	D:\nt\private\crt32st\heap\heapgrow.c	D:\nt\private\crt32st\heap\heapgrow.c
0x0002c96e	0x0003c96e	__heap_free_region	external	D:\nt\private\crt32st\heap\heapgrow.c	D:\nt\private\crt32st\heap\heapgrow.c
0x0002c9ca	0x0003c9ca	_VirtualFree	external		
0x0002c9d0	0x0003c9d0	__heapadd	external	D:\nt\private\crt32st\heap\heapadd.c	D:\nt\private\crt32st\heap\heapadd.c
0x0002c9fc	0x0003c9fc	__heap_addblock	external	D:\nt\private\crt32st\heap\heapadd.c	D:\nt\private\crt32st\heap\heapadd.c
0x0002cbd0	0x0003cbd0	_before	static	D:\nt\private\crt32st\heap\heapadd.c	D:\nt\private\crt32st\heap\heapadd.c
0x0002cc70	0x0003cc70	__heap_findaddr	external	D:\nt\private\crt32st\heap\findaddr.c	D:\nt\private\crt32st\heap\findaddr.c
0x0002ccf0	0x0003ccf0	__heap_search	external	D:\nt\private\crt32st\heap\heapsrch.c	D:\nt\private\crt32st\heap\heapsrch.c
0x0002ce10	0x0003ce10	_memchr	external	D:\nt\private\crt32st\string\memchr.c	D:\nt\private\crt32st\string\memchr.c
0x0002ce50	0x0003ce50	_memmove	external	D:\nt\private\crt32st\string\memmove.c	D:\nt\private\crt32st\string\memmove.c
0x0002ceb0	0x0003ceb0	_memset	external	D:\nt\private\crt32st\string\memset.c	D:\nt\private\crt32st\string\memset.c
0x0002cee0	0x0003cee0	_our_ltoa	external	ltoa.c	ltoa.c
0x0002cf60	0x0003cf60	_perror	external	D:\nt\private\crt32st\misc\perror.c	D:\nt\private\crt32st\misc\perror.c
0x0002d000	0x0003d000	_printf	external	D:\nt\private\crt32st\stdio\printf.c	D:\nt\private\crt32st\stdio\printf.c
0x0002d040	0x0003d040	_rewind	external	D:\nt\private\crt32st\stdio\rewind.c	D:\nt\private\crt32st\stdio\rewind.c
0x0002d090	0x0003d090	_setvbuf	external	D:\nt\private\crt32st\stdio\setvbuf.c	D:\nt\private\crt32st\stdio\setvbuf.c
0x0002d160	0x0003d160	_sprintf	external	D:\nt\private\crt32st\stdio\sprintf.c	D:\nt\private\crt32st\stdio\sprintf.c
0x0002d1d0	0x0003d1d0	_strchr	external	D:\nt\private\crt32st\string\strchr.c	D:\nt\private\crt32st\string\strchr.c
0x0002d200	0x0003d200	_strcat	external	D:\nt\private\crt32st\string\strcat.c	D:\nt\private\crt32st\string\strcat.c
0x0002d228	0x0003d228	_strcpy	external	D:\nt\private\crt32st\string\strcat.c	D:\nt\private\crt32st\string\strcat.c
0x0002d250	0x0003d250	_strlen	external	D:\nt\private\crt32st\string\strlen.c	D:\nt\private\crt32st\string\strlen.c
0x0002d270	0x0003d270	_strncmp	external	D:\nt\private\crt32st\string\strncmp.c	D:\nt\private\crt32st\string\strncmp.c
0x0002d2b0	0x0003d2b0	_strncpy	external	D:\nt\private\crt32st\string\strncpy.c	D:\nt\private\crt32st\string\strncpy.c
0x0002d2f0	0x0003d2f0	_time	external	D:\nt\private\crt32st\time\time.c	D:\nt\private\crt32st\time\time.c
0x0002d340	0x0003d340	_GetSystemTime	external		
0x0002d346	0x0003d346	__dtoxtime	external	D:\nt\private\crt32st\time\dtoxtime.c	D:\nt\private\crt32st\time\dtoxtime.c
