rva	va	name	storage	source	source_raw
0x0001148c	0x0002148c	_bittst	external	compiler_contribution_002 [_bitv_init, _bvalloc, _freebv...]	c:\c6\\cmerge\
0x000114dc	0x000214dc	_prbv	external	compiler_contribution_002 [_bitv_init, _bvalloc, _freebv...]	c:\c6\\cmerge\
0x00011588	0x00021588	_print_bitv	external	compiler_contribution_002 [_bitv_init, _bvalloc, _freebv...]	c:\c6\\cmerge\
0x000115f8	0x000215f8	_prbbva	external	compiler_contribution_002 [_bitv_init, _bvalloc, _freebv...]	c:\c6\\cmerge\
0x00011710	0x00021710	_globalregs	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00011ae8	0x00021ae8	_gather_gramregs_requirements	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00011b38	0x00021b38	_build_allocation_ranges	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00011d78	0x00021d78	_build_ars_recursive	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012574	0x00022574	_build_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012b04	0x00022b04	_que_build_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012b44	0x00022b44	_deque_build_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012b80	0x00022b80	_do_ar_annexation	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012d08	0x00022d08	_new_arnode	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012de4	0x00022de4	_free_arnode	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012e10	0x00022e10	_foreach_bl	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00012e50	0x00022e50	_gather_ar_gramregs	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013040	0x00023040	_proc_interferes	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001306c	0x0002306c	_proc_i_internal	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013478	0x00023478	_color_regs	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000136e8	0x000236e8	_calc_savings	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001380c	0x0002380c	_chuck_invalid	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013870	0x00023870	_calculate_interf_graph	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013940	0x00023940	_calculate_adjacency_life	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013b24	0x00023b24	_check_lifes	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013bb4	0x00023bb4	_allocate_trivially_colorable	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013c78	0x00023c78	_sort_scaledsavings	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013cdc	0x00023cdc	_sort_fp_regnums	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013d6c	0x00023d6c	_allocate_tough_ones	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013f5c	0x00023f5c	_adjacent_got_allocated	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013fb4	0x00023fb4	_samelife_got_allocated	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00013fe0	0x00023fe0	_any_regs_avail_in_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00014060	0x00024060	_allocate_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000140d8	0x000240d8	_deallocate_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001415c	0x0002415c	_sort_life_thread	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00014230	0x00024230	_propagate_adr_attribute	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00014278	0x00024278	_propagate_def_attribute	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001443c	0x0002443c	_assign_regs	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000149bc	0x000249bc	_dup_shrunk_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00014a28	0x00024a28	_too_cheap_shrink	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00014fc8	0x00024fc8	_do_ar_conservative_annexation	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000150f4	0x000250f4	_post_assign_reassign	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00015314	0x00025314	_allocate_assign_segments	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00015a2c	0x00025a2c	_find_au_in_bl	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00015a74	0x00025a74	_is_exactly_loop	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00015abc	0x00025abc	_global_worthit	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00015ba4	0x00025ba4	_reg_rewrite	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00015bec	0x00025bec	_tree_reg_rewrite	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000163e8	0x000263e8	_rewrite_short_addr	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000164fc	0x000264fc	_tree_reg_rewrite_seg	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00016514	0x00026514	_tree_reg_rewrite_seg_recursive	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001663c	0x0002663c	_regpragmas	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001674c	0x0002674c	_in_life	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001677c	0x0002677c	_find_ar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000167cc	0x000267cc	_delete_regarg_intrinsics	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00016ac0	0x00026ac0	_enterloads_exitsaves	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00016c8c	0x00026c8c	_skip_airlocks	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00016cc4	0x00026cc4	_foreach_flow	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00016d10	0x00026d10	_update_fp_inregs	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00016d34	0x00026d34	_enterloads	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017330	0x00027330	_insert_segload_maybe	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017430	0x00027430	_exitsaves	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017950	0x00027950	_exithack	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000179cc	0x000279cc	_exithack_internal	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017b24	0x00027b24	_insert_load	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017cfc	0x00027cfc	_fold_seg_load	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017e08	0x00027e08	_ins_label	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017e30	0x00027e30	_build_airlock	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00017edc	0x00027edc	_buildload	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018050	0x00028050	_buildsave	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018194	0x00028194	_dgroup_tree	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000181ec	0x000281ec	_save_dgroup_maybe	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000182dc	0x000282dc	_mark_blocks_gramregs	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000188f8	0x000288f8	_build_prreg	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018924	0x00028924	_findtrees	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001894c	0x0002894c	_findtrees_internal	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018a5c	0x00028a5c	_handle_fp_stack_top	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018dfc	0x00028dfc	_lock_and_dereg	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018e94	0x00028e94	_build_fp_prreg	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00018f20	0x00028f20	_color_locals	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001950c	0x0002950c	_loop_scale	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00019534	0x00029534	_loop_scale2	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000195d0	0x000295d0	_ghash_find	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000197d8	0x000297d8	_find_const_erseg	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000198b0	0x000298b0	_free_some_bits	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x000198f0	0x000298f0	_build_const_bits	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x00019b04	0x00029b04	_bcb_recursive_guy	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a08c	0x0002a08c	_seg_pseudo_extract_bit	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a194	0x0002a194	_add_arblset	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a1ec	0x0002a1ec	_checkfor_warnings	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a2d0	0x0002a2d0	_prars	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a2f4	0x0002a2f4	_prarss	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a320	0x0002a320	_prarsl	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a35c	0x0002a35c	_prardex	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a384	0x0002a384	_prarintrf	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a3b8	0x0002a3b8	_prar	external	compiler_contribution_003 [_globalregs, _gather_gramregs_requirements, _build_allocation_ranges...]	c:\c6\\cmerge\
0x0001a600	0x0002a600	_assign_regMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001a73c	0x0002a73c	_assign_segregMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001a8bc	0x0002a8bc	_wanto_reassignMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001a8e4	0x0002a8e4	_reassign_regMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001aa18	0x0002aa18	_reg_classMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001aa88	0x0002aa88	_init_class_countsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ab80	0x0002ab80	_Dgroup_for_sureMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001aba0	0x0002aba0	_dont_loadMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001abb4	0x0002abb4	_get_class_countMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ac0c	0x0002ac0c	_dec_class_countMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001aca0	0x0002aca0	_mark_reg_statusMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ad34	0x0002ad34	_get_reg_statusMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ad6c	0x0002ad6c	_gramregs_reqMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001aea0	0x0002aea0	_gramregs_reqMD_internal	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b520	0x0002b520	_seg_is_considered	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b5c4	0x0002b5c4	_reg_interferesMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b628	0x0002b628	_foreach_calleesaveMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b674	0x0002b674	_intrinsic_gramregs	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b798	0x0002b798	_init_grammarstyle_gramregsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b7a8	0x0002b7a8	_mark_grammarstyle_regMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b82c	0x0002b82c	_lock_axdxMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b84c	0x0002b84c	_lock_returnFPregMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b868	0x0002b868	_twiddle_ax_opreturn_bitsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b88c	0x0002b88c	_handle_ax_returnMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b944	0x0002b944	_handle_FP0_returnMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001b9d8	0x0002b9d8	_fp_stack_levelMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ba68	0x0002ba68	_combine_regsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ba7c	0x0002ba7c	_offsetpartMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001ba98	0x0002ba98	_segpartMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bab4	0x0002bab4	_Dgroup_trashedMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001babc	0x0002babc	_cmp_regvalsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bb60	0x0002bb60	_is_seg_regMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bb7c	0x0002bb7c	_allocMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bba8	0x0002bba8	_aligned_okMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bbe4	0x0002bbe4	_wrapup_localsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bbec	0x0002bbec	_init_localsMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bc08	0x0002bc08	_is_regargMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bc54	0x0002bc54	_isthere_proccallMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bc68	0x0002bc68	_is_ds_lockedMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bc70	0x0002bc70	_isthere_introrproccallMD	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bc8c	0x0002bc8c	_float_regs_required	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001bcf4	0x0002bcf4	_float_expr	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c2f4	0x0002c2f4	_frval_notmp	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c324	0x0002c324	_frval_int	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c378	0x0002c378	_adr	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c3dc	0x0002c3dc	_clear_copyval	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c44c	0x0002c44c	_fld	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c4ac	0x0002c4ac	_fstp	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
0x0001c4f4	0x0002c4f4	_prgramregs	external	compiler_contribution_004 [_assign_regMD, _assign_segregMD, _wanto_reassignMD...]	c:\c6\\cmerge\
