index	name	value	section	type	storage	naux	file
305	.data	548624	3	0	3	1	c:\c6\\cmerge\
307	.data	655392	4	0	3	1	c:\c6\\cmerge\
309	.bss	460064	2	0	3	1	c:\c6\\cmerge\
311	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
312	.file	323	-2	0	103	1	c:\c6\\cmerge\
314	.text	277696	1	0	3	1	c:\c6\\cmerge\
316	.data	548976	3	0	3	1	c:\c6\\cmerge\
318	.data	655392	4	0	3	1	c:\c6\\cmerge\
320	.bss	460064	2	0	3	1	c:\c6\\cmerge\
322	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
323	.file	334	-2	0	103	1	c:\c6\\cmerge\
325	.text	279088	1	0	3	1	c:\c6\\cmerge\
327	.data	549360	3	0	3	1	c:\c6\\cmerge\
329	.data	655392	4	0	3	1	c:\c6\\cmerge\
331	.bss	460064	2	0	3	1	c:\c6\\cmerge\
333	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
334	.file	345	-2	0	103	1	c:\c6\\cmerge\
336	.text	284144	1	0	3	1	c:\c6\\cmerge\
338	.data	549776	3	0	3	1	c:\c6\\cmerge\
340	.data	655392	4	0	3	1	c:\c6\\cmerge\
342	.bss	460064	2	0	3	1	c:\c6\\cmerge\
344	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
345	.file	356	-2	0	103	1	c:\c6\\cmerge\
347	.text	284144	1	0	3	1	c:\c6\\cmerge\
349	.data	555088	3	0	3	1	c:\c6\\cmerge\
351	.data	655392	4	0	3	1	c:\c6\\cmerge\
353	.bss	460064	2	0	3	1	c:\c6\\cmerge\
355	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
356	.file	367	-2	0	103	1	c:\c6\\cmerge\
358	.text	284368	1	0	3	1	c:\c6\\cmerge\
360	.data	556352	3	0	3	1	c:\c6\\cmerge\
362	.data	655392	4	0	3	1	c:\c6\\cmerge\
364	.bss	460080	2	0	3	1	c:\c6\\cmerge\
366	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
367	.file	378	-2	0	103	1	c:\c6\\cmerge\
369	.text	285104	1	0	3	1	c:\c6\\cmerge\
371	.data	556592	3	0	3	1	c:\c6\\cmerge\
373	.data	655392	4	0	3	1	c:\c6\\cmerge\
375	.bss	460080	2	0	3	1	c:\c6\\cmerge\
377	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
378	.file	389	-2	0	103	1	codegen.c
380	.text	287072	1	0	3	1	codegen.c
382	.data	556880	3	0	3	1	codegen.c
384	.data	655392	4	0	3	1	codegen.c
386	.bss	460080	2	0	3	1	codegen.c
388	FLAT	0	-1	0	3	0	codegen.c
389	.file	400	-2	0	103	1	c:\c6\\cmerge\
391	.text	302560	1	0	3	1	c:\c6\\cmerge\
393	.data	562000	3	0	3	1	c:\c6\\cmerge\
395	.data	655392	4	0	3	1	c:\c6\\cmerge\
397	.bss	460096	2	0	3	1	c:\c6\\cmerge\
399	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
400	.file	411	-2	0	103	1	c:\c6\\cmerge\
402	.text	302560	1	0	3	1	c:\c6\\cmerge\
404	.data	563072	3	0	3	1	c:\c6\\cmerge\
406	.data	655392	4	0	3	1	c:\c6\\cmerge\
408	.bss	460096	2	0	3	1	c:\c6\\cmerge\
410	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
411	.file	422	-2	0	103	1	c:\c6\\cmerge\
413	.text	303792	1	0	3	1	c:\c6\\cmerge\
415	.data	563104	3	0	3	1	c:\c6\\cmerge\
417	.data	655392	4	0	3	1	c:\c6\\cmerge\
419	.bss	460096	2	0	3	1	c:\c6\\cmerge\
421	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
422	.file	433	-2	0	103	1	c:\c6\\cmerge\
424	.text	303792	1	0	3	1	c:\c6\\cmerge\
426	.data	563456	3	0	3	1	c:\c6\\cmerge\
428	.data	655392	4	0	3	1	c:\c6\\cmerge\
430	.bss	460096	2	0	3	1	c:\c6\\cmerge\
432	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
433	.file	444	-2	0	103	1	c:\c6\\cmerge\
435	.text	309280	1	0	3	1	c:\c6\\cmerge\
437	.data	563664	3	0	3	1	c:\c6\\cmerge\
439	.data	655392	4	0	3	1	c:\c6\\cmerge\
441	.bss	460112	2	0	3	1	c:\c6\\cmerge\
443	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
444	.file	455	-2	0	103	1	c:\c6\\cmerge\
446	.text	312624	1	0	3	1	c:\c6\\cmerge\
448	.data	564016	3	0	3	1	c:\c6\\cmerge\
450	.data	655392	4	0	3	1	c:\c6\\cmerge\
452	.bss	460128	2	0	3	1	c:\c6\\cmerge\
454	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
455	.file	466	-2	0	103	1	c:\c6\\cmerge\
457	.text	313680	1	0	3	1	c:\c6\\cmerge\
459	.data	564096	3	0	3	1	c:\c6\\cmerge\
461	.data	655392	4	0	3	1	c:\c6\\cmerge\
463	.bss	460128	2	0	3	1	c:\c6\\cmerge\
465	FLAT	0	-1	0	3	0	c:\c6\\cmerge\
466	.file	477	-2	0	103	1	intab.c
468	.text	314576	1	0	3	1	intab.c
470	.data	564128	3	0	3	1	intab.c
472	.data	655392	4	0	3	1	intab.c
474	.bss	460128	2	0	3	1	intab.c
476	FLAT	0	-1	0	3	0	intab.c
477	.file	485	-2	0	103	1	i386\chkstk.asm
479	.text	314576	1	0	3	1	i386\chkstk.asm
481	.data	579168	3	0	3	1	i386\chkstk.asm
483	DGROUP	579168	3	0	3	0	i386\chkstk.asm
484	FLAT	0	-1	0	3	0	i386\chkstk.asm
485	.file	499	-2	0	103	2	D:\nt\private\crt32st\lowio\close.c
488	.text	314624	1	0	3	1	D:\nt\private\crt32st\lowio\close.c
490	.data	579168	3	0	3	1	D:\nt\private\crt32st\lowio\close.c
492	.data	655392	4	0	3	1	D:\nt\private\crt32st\lowio\close.c
494	.bss	460128	2	0	3	1	D:\nt\private\crt32st\lowio\close.c
496	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\lowio\close.c
497	.idata$6	721068	5	0	3	0	D:\nt\private\crt32st\lowio\close.c
498	.idata$6	721082	5	0	3	0	D:\nt\private\crt32st\lowio\close.c
499	.file	512	-2	0	103	3	D:\nt\private\fp32st\tran\i386\ieee87.c
503	.text	314764	1	0	3	1	D:\nt\private\fp32st\tran\i386\ieee87.c
505	.data	579168	3	0	3	1	D:\nt\private\fp32st\tran\i386\ieee87.c
507	.data	655392	4	0	3	1	D:\nt\private\fp32st\tran\i386\ieee87.c
509	.bss	460128	2	0	3	1	D:\nt\private\fp32st\tran\i386\ieee87.c
511	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\tran\i386\ieee87.c
512	.file	524	-2	0	103	2	D:\nt\private\crt32st\misc\ctype.c
515	.text	314860	1	0	3	1	D:\nt\private\crt32st\misc\ctype.c
517	.data	579168	3	0	3	1	D:\nt\private\crt32st\misc\ctype.c
519	.data	655392	4	0	3	1	D:\nt\private\crt32st\misc\ctype.c
521	.bss	460128	2	0	3	1	D:\nt\private\crt32st\misc\ctype.c
523	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\misc\ctype.c
524	.file	542	-2	0	103	3	D:\nt\private\crt32st\startup\crt0dat.c
528	.text	314860	1	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
530	.data	579440	3	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
532	.data	655392	4	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
534	.bss	460128	2	0	3	1	D:\nt\private\crt32st\startup\crt0dat.c
536	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
537	_doinitterm	315264	1	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
538	doexit	315156	1	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
539	.idata$6	721098	5	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
540	.idata$6	721112	5	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
541	.idata$6	721126	5	0	3	0	D:\nt\private\crt32st\startup\crt0dat.c
542	.file	554	-2	0	103	2	D:\nt\private\crt32st\dos\dosmap.c
545	.text	315326	1	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
547	.data	579888	3	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
549	.data	655392	4	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
551	.bss	460128	2	0	3	1	D:\nt\private\crt32st\dos\dosmap.c
553	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\dos\dosmap.c
554	.file	568	-2	0	103	1	i386\crtexcpt.asm
556	.text	315454	1	0	3	1	i386\crtexcpt.asm
558	.data	579968	3	0	3	1	i386\crtexcpt.asm
560	.data	655392	4	0	3	1	i386\crtexcpt.asm
562	.bss	460128	2	0	3	1	i386\crtexcpt.asm
564	DGROUP	579968	3	0	3	0	i386\crtexcpt.asm
565	FLAT	0	-1	0	3	0	i386\crtexcpt.asm
566	.idata$6	721450	5	0	3	0	i386\crtexcpt.asm
567	.idata$6	721462	5	0	3	0	i386\crtexcpt.asm
568	.file	581	-2	0	103	3	D:\nt\private\crt32st\stdio\_filbuf.c
572	.text	315594	1	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
574	.data	579968	3	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
576	.data	655392	4	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
578	.bss	460128	2	0	3	1	D:\nt\private\crt32st\stdio\_filbuf.c
580	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\_filbuf.c
581	.file	594	-2	0	103	3	D:\nt\private\crt32st\stdio\_flsbuf.c
585	.text	315770	1	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
587	.data	579968	3	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
589	.data	655392	4	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
591	.bss	460128	2	0	3	1	D:\nt\private\crt32st\stdio\_flsbuf.c
593	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\stdio\_flsbuf.c
594	.file	606	-2	0	103	2	D:\nt\private\fp32st\conv\fpinit.c
597	.text	316074	1	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
599	.data	579968	3	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
601	.data	655392	4	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
603	.bss	460128	2	0	3	1	D:\nt\private\fp32st\conv\fpinit.c
605	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\fpinit.c
606	.file	621	-2	0	103	2	D:\nt\private\fp32st\conv\cvt.c
609	.text	316138	1	0	3	1	D:\nt\private\fp32st\conv\cvt.c
611	.data	580000	3	0	3	1	D:\nt\private\fp32st\conv\cvt.c
613	.data	655392	4	0	3	1	D:\nt\private\fp32st\conv\cvt.c
615	.bss	460128	2	0	3	1	D:\nt\private\fp32st\conv\cvt.c
617	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
618	_cftoe_g	316814	1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
619	_cftof_g	317154	1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
620	_shift	317462	1	0	3	0	D:\nt\private\fp32st\conv\cvt.c
621	.file	634	-2	0	103	3	D:\nt\private\fp32st\conv\i386\atold.c
625	.text	317514	1	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
627	.data	580016	3	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
629	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
631	.bss	460144	2	0	3	1	D:\nt\private\fp32st\conv\i386\atold.c
633	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\i386\atold.c
634	.file	646	-2	0	103	2	D:\nt\private\fp32st\conv\strgtold.c
637	.text	317562	1	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
639	.data	580016	3	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
641	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
643	.bss	460144	2	0	3	1	D:\nt\private\fp32st\conv\strgtold.c
645	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\strgtold.c
646	.file	658	-2	0	103	2	D:\nt\private\fp32st\conv\mantold.c
649	.text	319034	1	0	3	1	D:\nt\private\fp32st\conv\mantold.c
651	.data	580016	3	0	3	1	D:\nt\private\fp32st\conv\mantold.c
653	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\mantold.c
655	.bss	460176	2	0	3	1	D:\nt\private\fp32st\conv\mantold.c
657	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\mantold.c
658	.file	670	-2	0	103	2	D:\nt\private\fp32st\conv\tenpow.c
661	.text	319674	1	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
663	.data	580016	3	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
665	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
667	.bss	460176	2	0	3	1	D:\nt\private\fp32st\conv\tenpow.c
669	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\tenpow.c
670	.file	683	-2	0	103	3	D:\nt\private\crt32st\misc\cmiscdat.c
674	.text	320426	1	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
676	.data	580016	3	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
678	.data	655408	4	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
680	.bss	460176	2	0	3	1	D:\nt\private\crt32st\misc\cmiscdat.c
682	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\misc\cmiscdat.c
683	.file	695	-2	0	103	2	D:\nt\private\fp32st\conv\cfout.c
686	.text	320426	1	0	3	1	D:\nt\private\fp32st\conv\cfout.c
688	.data	580048	3	0	3	1	D:\nt\private\fp32st\conv\cfout.c
690	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\cfout.c
692	.bss	460176	2	0	3	1	D:\nt\private\fp32st\conv\cfout.c
694	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\cfout.c
695	.file	707	-2	0	103	2	D:\nt\private\fp32st\conv\x10fout.c
698	.text	320538	1	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
700	.data	580048	3	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
702	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
704	.bss	460224	2	0	3	1	D:\nt\private\fp32st\conv\x10fout.c
706	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\x10fout.c
707	.file	719	-2	0	103	2	D:\nt\private\fp32st\conv\ldtod.c
710	.text	321482	1	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
712	.data	580080	3	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
714	.data	655408	4	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
716	.bss	460224	2	0	3	1	D:\nt\private\fp32st\conv\ldtod.c
718	FLAT	0	-1	0	3	0	D:\nt\private\fp32st\conv\ldtod.c
719	.file	732	-2	0	103	3	D:\nt\private\crt32st\convert\_fptostr.c
723	.text	322106	1	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
725	.data	580080	3	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
727	.data	655408	4	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
729	.bss	460224	2	0	3	1	D:\nt\private\crt32st\convert\_fptostr.c
731	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\convert\_fptostr.c
732	.file	745	-2	0	103	3	D:\nt\private\crt32st\startup\crt0fp.c
736	.text	322250	1	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
738	.data	580080	3	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
740	.data	655408	4	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
742	.bss	460224	2	0	3	1	D:\nt\private\crt32st\startup\crt0fp.c
744	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0fp.c
745	.file	763	-2	0	103	2	D:\nt\private\crt32st\startup\crt0.c
748	.text	322266	1	0	3	1	D:\nt\private\crt32st\startup\crt0.c
750	.data	580080	3	0	3	1	D:\nt\private\crt32st\startup\crt0.c
752	.data	655408	4	0	3	1	D:\nt\private\crt32st\startup\crt0.c
754	.bss	460224	2	0	3	1	D:\nt\private\crt32st\startup\crt0.c
756	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0.c
757	inherit	322558	1	0	3	0	D:\nt\private\crt32st\startup\crt0.c
758	.idata$6	721142	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
759	.idata$6	721160	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
760	.idata$6	721184	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
761	.idata$6	721202	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
762	.idata$6	721216	5	0	3	0	D:\nt\private\crt32st\startup\crt0.c
763	.file	777	-2	0	103	3	D:\nt\private\crt32st\startup\crt0msg.c
767	.text	322728	1	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
769	.data	580096	3	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
771	.data	655408	4	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
773	.bss	460224	2	0	3	1	D:\nt\private\crt32st\startup\crt0msg.c
775	FLAT	0	-1	0	3	0	D:\nt\private\crt32st\startup\crt0msg.c
776	.idata$6	721244	5	0	3	0	D:\nt\private\crt32st\startup\crt0msg.c
777	.file	791	-2	0	103	3	D:\nt\private\crt32st\lowio\osfinfo.c
781	.text	322894	1	0	3	1	D:\nt\private\crt32st\lowio\osfinfo.c
783	.data	580816	3	0	3	1	D:\nt\private\crt32st\lowio\osfinfo.c
